"","GENERAL.APPEARANCE","MANNER.OF.SPEAKING","PHYSICAL.CONDITION","MENTAL.ALERTNESS","SELF.CONFIDENCE","ABILITY.TO.PRESENT.IDEAS","COMMUNICATION.SKILLS","CLASS_factor","CLASS_encoded.CLASS_factorEmployable","CLASS_encoded.CLASS_factorLessEmployable"
"1986",5,4,4,4,4,4,4,"Employable",1,0
"1987",5,5,4,5,4,4,5,"Employable",1,0
"1988",4,4,4,4,5,5,5,"Employable",1,0
"1989",4,3,4,4,4,3,3,"LessEmployable",0,1
"1990",4,5,5,5,4,4,4,"Employable",1,0
"1991",4,4,4,3,3,4,3,"Employable",1,0
"1992",4,4,4,3,3,4,3,"Employable",1,0
"1993",4,5,4,5,5,5,5,"Employable",1,0
"1994",4,4,4,4,4,4,3,"Employable",1,0
"1995",4,3,3,3,3,3,2,"LessEmployable",0,1
"1996",3,3,3,2,3,3,3,"LessEmployable",0,1
"1997",4,4,3,3,4,4,3,"Employable",1,0
"1998",4,4,3,3,3,3,3,"Employable",1,0
"1999",4,4,4,3,3,3,3,"Employable",1,0
"2000",5,3,3,4,3,3,3,"Employable",1,0
"2001",4,4,4,4,4,4,4,"Employable",1,0
"2002",4,4,3,4,3,4,4,"Employable",1,0
"2003",5,5,5,5,5,5,4,"LessEmployable",0,1
"2004",3,4,4,4,3,4,4,"Employable",1,0
"2005",4,3,3,2,3,3,2,"LessEmployable",0,1
"2006",3,3,3,3,3,2,2,"LessEmployable",0,1
"2007",4,4,3,4,4,4,3,"LessEmployable",0,1
"2008",3,3,3,3,3,3,3,"LessEmployable",0,1
"2009",5,3,3,3,3,3,3,"LessEmployable",0,1
"2010",4,4,4,4,4,4,4,"LessEmployable",0,1
"2011",4,4,4,5,5,4,4,"LessEmployable",0,1
"2012",4,3,3,4,5,4,3,"LessEmployable",0,1
"2013",5,4,5,4,4,4,4,"Employable",1,0
"2014",5,4,4,4,4,4,4,"Employable",1,0
"2015",5,4,5,5,5,5,4,"Employable",1,0
"2016",4,3,3,3,5,3,3,"LessEmployable",0,1
"2017",5,5,5,5,5,4,4,"Employable",1,0
"2018",5,5,4,4,5,5,4,"Employable",1,0
"2019",4,4,4,4,3,3,3,"LessEmployable",0,1
"2020",5,5,5,5,5,4,4,"Employable",1,0
"2021",5,4,4,4,4,5,4,"Employable",1,0
"2022",5,5,5,5,5,5,4,"Employable",1,0
"2023",4,3,4,4,3,4,3,"LessEmployable",0,1
"2024",4,3,4,4,3,3,3,"LessEmployable",0,1
"2025",5,5,4,5,5,4,4,"LessEmployable",0,1
"2026",4,4,4,5,5,4,3,"LessEmployable",0,1
"2027",5,4,5,5,5,5,5,"Employable",1,0
"2028",5,3,3,4,5,3,3,"Employable",1,0
"2029",5,5,5,5,4,5,4,"Employable",1,0
"2030",5,5,4,5,4,5,5,"Employable",1,0
"2031",4,4,3,3,3,4,4,"LessEmployable",0,1
"2032",5,5,5,5,5,4,4,"Employable",1,0
"2033",5,5,5,5,5,4,4,"Employable",1,0
"2034",5,4,5,5,5,4,4,"Employable",1,0
"2035",5,4,5,5,5,4,4,"Employable",1,0
"2036",4,3,4,3,4,3,3,"LessEmployable",0,1
"2037",5,4,5,5,4,4,4,"LessEmployable",0,1
"2038",5,3,4,4,3,4,3,"LessEmployable",0,1
"2039",5,3,3,3,4,3,3,"LessEmployable",0,1
"2040",5,4,5,5,5,4,4,"Employable",1,0
"2041",5,5,5,5,5,4,4,"Employable",1,0
"2042",5,4,5,5,5,4,4,"Employable",1,0
"2043",5,5,5,5,5,5,4,"Employable",1,0
"2044",5,4,5,5,5,4,4,"Employable",1,0
"2045",5,5,5,5,5,5,4,"Employable",1,0
"2046",5,4,5,5,4,4,4,"Employable",1,0
"2047",5,3,4,4,4,4,3,"LessEmployable",0,1
"2048",4,4,4,4,3,4,4,"LessEmployable",0,1
"2049",5,4,5,5,5,4,4,"Employable",1,0
"2050",4,5,4,4,4,5,4,"Employable",1,0
"2051",4,3,3,3,3,3,3,"Employable",1,0
"2052",4,4,4,4,5,4,4,"LessEmployable",0,1
"2053",3,3,3,4,3,3,3,"Employable",1,0
"2054",4,4,4,3,3,3,3,"Employable",1,0
"2055",4,4,4,3,4,3,3,"LessEmployable",0,1
"2056",4,4,4,4,4,4,4,"Employable",1,0
"2057",3,3,3,4,3,3,3,"Employable",1,0
"2058",5,5,3,5,3,5,5,"Employable",1,0
"2059",4,4,4,4,4,4,4,"Employable",1,0
"2060",4,5,5,5,5,5,5,"Employable",1,0
"2061",4,4,4,4,4,4,4,"Employable",1,0
"2062",4,3,3,3,3,3,3,"Employable",1,0
"2063",3,4,3,4,3,4,3,"Employable",1,0
"2064",4,4,4,4,4,4,4,"LessEmployable",0,1
"2065",4,3,3,3,4,3,4,"LessEmployable",0,1
"2066",4,4,4,4,3,4,3,"Employable",1,0
"2067",3,4,4,4,3,4,3,"Employable",1,0
"2068",5,4,4,4,4,4,4,"Employable",1,0
"2069",4,4,4,3,3,4,4,"Employable",1,0
"2070",3,4,4,3,4,4,3,"LessEmployable",0,1
"2071",4,3,2,3,2,2,3,"Employable",1,0
"2072",4,3,4,3,4,3,3,"Employable",1,0
"2073",4,4,3,4,3,4,3,"LessEmployable",0,1
"2074",4,4,4,4,3,3,3,"Employable",1,0
"2075",5,3,3,4,3,3,3,"LessEmployable",0,1
"2076",4,3,3,3,3,3,2,"Employable",1,0
"2077",3,4,4,4,4,4,4,"Employable",1,0
"2078",4,5,4,5,4,4,4,"Employable",1,0
"2079",4,4,4,3,4,4,3,"LessEmployable",0,1
"2080",4,4,4,4,3,4,4,"Employable",1,0
"2081",5,5,5,5,5,5,4,"Employable",1,0
"2082",3,3,3,3,3,2,2,"Employable",1,0
"2083",4,4,4,4,4,4,3,"LessEmployable",0,1
"2084",4,4,4,4,4,4,4,"LessEmployable",0,1
"2085",4,3,3,3,3,3,2,"Employable",1,0
"2086",5,4,4,4,4,4,4,"Employable",1,0
"2087",3,3,3,3,3,3,3,"LessEmployable",0,1
"2088",4,3,4,3,3,3,3,"Employable",1,0
"2089",4,3,4,3,3,3,2,"Employable",1,0
"2090",2,2,3,3,3,3,3,"LessEmployable",0,1
"2091",4,4,3,4,3,4,3,"LessEmployable",0,1
"2092",4,4,4,3,3,4,3,"Employable",1,0
"2093",4,4,5,4,4,4,4,"LessEmployable",0,1
"2094",5,4,4,4,4,3,3,"LessEmployable",0,1
"2095",5,4,4,4,4,4,3,"Employable",1,0
"2096",5,4,4,4,4,4,3,"Employable",1,0
"2097",5,5,4,4,5,4,4,"Employable",1,0
"2098",4,3,4,4,4,3,3,"Employable",1,0
"2099",5,4,3,3,3,4,4,"LessEmployable",0,1
"2100",5,5,5,5,5,5,5,"Employable",1,0
"2101",5,4,5,5,5,5,4,"Employable",1,0
"2102",5,4,5,5,5,5,4,"Employable",1,0
"2103",5,3,5,4,4,3,3,"Employable",1,0
"2104",5,4,5,5,5,4,4,"Employable",1,0
"2105",5,3,5,4,4,4,3,"LessEmployable",0,1
"2106",5,5,5,5,5,4,3,"Employable",1,0
"2107",5,5,5,5,5,5,3,"Employable",1,0
"2108",5,4,4,4,4,4,4,"LessEmployable",0,1
"2109",4,3,4,4,4,3,3,"LessEmployable",0,1
"2110",4,4,4,4,4,4,3,"LessEmployable",0,1
"2111",4,4,5,4,4,4,3,"LessEmployable",0,1
"2112",5,3,5,4,5,5,3,"Employable",1,0
"2113",5,3,3,3,3,3,2,"Employable",1,0
"2114",4,3,4,3,4,3,4,"Employable",1,0
"2115",4,3,4,4,4,3,3,"Employable",1,0
"2116",4,3,3,2,3,2,3,"Employable",1,0
"2117",5,5,5,5,5,5,4,"LessEmployable",0,1
"2118",4,3,4,3,4,3,4,"LessEmployable",0,1
"2119",3,3,4,4,4,3,3,"LessEmployable",0,1
"2120",4,3,4,4,4,3,3,"Employable",1,0
"2121",4,4,4,4,4,3,3,"Employable",1,0
"2122",4,4,5,5,4,5,5,"LessEmployable",0,1
"2123",4,5,5,5,5,4,5,"Employable",1,0
"2124",4,5,5,5,5,4,5,"Employable",1,0
"2125",4,4,3,4,4,4,4,"LessEmployable",0,1
"2126",4,3,4,4,4,3,3,"LessEmployable",0,1
"2127",4,3,4,4,3,4,4,"LessEmployable",0,1
"2128",3,3,4,4,4,4,4,"LessEmployable",0,1
"2129",5,4,4,4,5,4,5,"LessEmployable",0,1
"2130",3,3,3,3,4,3,3,"Employable",1,0
"2131",3,3,4,3,4,3,3,"Employable",1,0
"2132",3,4,3,4,3,4,3,"Employable",1,0
"2133",4,4,4,3,4,4,3,"LessEmployable",0,1
"2134",5,4,4,3,3,4,4,"LessEmployable",0,1
"2135",4,3,2,4,3,4,3,"LessEmployable",0,1
"2136",5,5,5,4,5,4,5,"LessEmployable",0,1
"2137",4,2,4,4,3,3,3,"LessEmployable",0,1
"2138",5,5,5,5,5,5,5,"LessEmployable",0,1
"2139",4,3,3,4,3,3,3,"Employable",1,0
"2140",5,4,3,3,3,3,2,"LessEmployable",0,1
"2141",5,5,5,5,5,4,5,"Employable",1,0
"2142",4,5,5,5,5,5,5,"LessEmployable",0,1
"2143",4,5,5,3,3,5,3,"LessEmployable",0,1
"2144",4,5,3,5,5,5,3,"Employable",1,0
"2145",3,5,5,3,5,5,3,"Employable",1,0
"2146",3,3,3,3,3,3,3,"Employable",1,0
"2147",4,3,4,4,4,3,3,"Employable",1,0
"2148",4,3,4,2,2,2,2,"LessEmployable",0,1
"2149",3,2,3,3,3,3,3,"LessEmployable",0,1
"2150",5,5,4,5,4,5,4,"LessEmployable",0,1
"2151",3,4,3,4,3,4,3,"Employable",1,0
"2152",4,3,3,3,3,3,3,"Employable",1,0
"2153",5,4,4,4,4,4,4,"Employable",1,0
"2154",4,4,4,4,4,4,4,"Employable",1,0
"2155",4,4,4,4,3,3,3,"LessEmployable",0,1
"2156",5,4,5,5,5,5,4,"LessEmployable",0,1
"2157",3,4,3,3,3,3,3,"LessEmployable",0,1
"2158",4,3,3,3,3,3,3,"Employable",1,0
"2159",4,5,4,4,4,4,4,"LessEmployable",0,1
"2160",5,4,4,4,4,4,4,"Employable",1,0
"2161",5,5,4,5,4,4,5,"Employable",1,0
"2162",4,4,4,4,5,5,5,"Employable",1,0
"2163",4,3,3,4,3,3,3,"LessEmployable",0,1
"2164",4,5,5,5,4,4,4,"Employable",1,0
"2165",4,4,4,3,3,4,3,"Employable",1,0
"2166",4,4,4,3,3,4,3,"Employable",1,0
"2167",4,5,4,5,5,5,5,"Employable",1,0
"2168",4,4,4,4,4,4,3,"Employable",1,0
"2169",4,3,3,3,3,3,2,"LessEmployable",0,1
"2170",3,3,3,2,3,3,3,"LessEmployable",0,1
"2171",4,4,3,3,4,4,3,"Employable",1,0
"2172",4,4,3,3,3,3,3,"Employable",1,0
"2173",4,4,4,3,3,3,3,"Employable",1,0
"2174",5,3,3,4,3,3,3,"Employable",1,0
"2175",4,4,4,4,4,4,4,"Employable",1,0
"2176",4,4,3,4,3,4,4,"Employable",1,0
"2177",5,5,5,5,5,5,4,"LessEmployable",0,1
"2178",3,4,4,4,3,4,4,"Employable",1,0
"2179",4,3,3,2,3,3,2,"LessEmployable",0,1
"2180",3,3,3,3,3,2,2,"LessEmployable",0,1
"2181",4,4,3,4,4,4,3,"LessEmployable",0,1
"2182",3,3,3,3,3,3,3,"LessEmployable",0,1
"2183",5,3,3,3,3,3,3,"LessEmployable",0,1
"2184",4,4,4,4,4,4,4,"LessEmployable",0,1
"2185",4,4,4,5,5,4,4,"LessEmployable",0,1
"2186",4,3,3,4,5,4,3,"LessEmployable",0,1
"2187",5,4,5,4,4,4,4,"Employable",1,0
"2188",5,4,4,4,4,4,4,"Employable",1,0
"2189",5,4,5,5,5,5,4,"Employable",1,0
"2190",4,3,3,3,5,3,3,"LessEmployable",0,1
"2191",5,5,5,5,5,4,4,"Employable",1,0
"2192",5,5,4,4,5,5,4,"Employable",1,0
"2193",4,4,4,4,3,3,3,"LessEmployable",0,1
"2194",5,5,5,5,5,4,4,"Employable",1,0
"2195",5,4,4,4,4,5,4,"Employable",1,0
"2196",5,5,5,5,5,5,4,"Employable",1,0
"2197",4,3,4,4,3,4,3,"LessEmployable",0,1
"2198",4,3,4,4,3,3,3,"LessEmployable",0,1
"2199",5,5,4,5,5,4,4,"LessEmployable",0,1
"2200",4,4,4,5,5,4,3,"LessEmployable",0,1
"2201",5,4,5,5,5,5,5,"Employable",1,0
"2202",5,3,3,4,5,3,3,"Employable",1,0
"2203",5,5,5,5,4,5,4,"Employable",1,0
"2204",5,5,4,5,4,5,5,"Employable",1,0
"2205",4,4,3,3,3,4,4,"LessEmployable",0,1
"2206",5,5,5,5,5,4,4,"Employable",1,0
"2207",5,5,5,5,5,4,4,"Employable",1,0
"2208",5,4,5,5,5,4,4,"Employable",1,0
"2209",5,4,5,5,5,4,4,"Employable",1,0
"2210",4,3,4,3,4,3,3,"LessEmployable",0,1
"2211",5,4,5,5,4,4,4,"LessEmployable",0,1
"2212",5,3,4,4,3,4,3,"LessEmployable",0,1
"2213",5,3,3,3,4,3,3,"LessEmployable",0,1
"2214",5,4,5,5,5,4,4,"Employable",1,0
"2215",5,5,5,5,5,4,4,"Employable",1,0
"2216",5,4,5,5,5,4,4,"Employable",1,0
"2217",5,5,5,5,5,5,4,"Employable",1,0
"2218",5,4,5,5,5,4,4,"Employable",1,0
"2219",5,5,5,5,5,5,4,"Employable",1,0
"2220",5,4,5,5,4,4,4,"Employable",1,0
"2221",5,3,4,4,4,4,3,"LessEmployable",0,1
"2222",4,4,4,4,3,4,4,"LessEmployable",0,1
"2223",5,4,5,5,5,4,4,"Employable",1,0
"2224",4,5,4,4,4,5,4,"Employable",1,0
"2225",4,3,3,3,3,3,3,"Employable",1,0
"2226",4,4,4,4,5,4,4,"LessEmployable",0,1
"2227",3,3,3,4,3,3,3,"Employable",1,0
"2228",4,4,4,3,3,3,3,"Employable",1,0
"2229",4,4,4,3,4,3,3,"LessEmployable",0,1
"2230",4,4,4,4,4,4,4,"Employable",1,0
"2231",3,3,3,4,3,3,3,"Employable",1,0
"2232",5,5,3,5,3,5,5,"Employable",1,0
"2233",4,4,4,4,4,4,4,"Employable",1,0
"2234",4,5,5,5,5,5,5,"Employable",1,0
"2235",4,4,4,4,4,4,4,"Employable",1,0
"2236",4,3,3,3,3,3,3,"Employable",1,0
"2237",3,4,3,4,3,4,3,"Employable",1,0
"2238",4,4,4,4,4,4,4,"LessEmployable",0,1
"2239",4,3,3,3,4,3,4,"LessEmployable",0,1
"2240",4,4,4,4,3,4,3,"Employable",1,0
"2241",3,4,4,4,3,4,3,"Employable",1,0
"2242",5,4,4,4,4,4,4,"Employable",1,0
"2243",4,4,4,3,3,4,4,"Employable",1,0
"2244",3,4,4,3,4,4,3,"LessEmployable",0,1
"2245",4,3,2,3,2,2,3,"Employable",1,0
"2246",4,3,4,3,4,3,3,"Employable",1,0
"2247",4,4,3,4,3,4,3,"LessEmployable",0,1
"2248",4,4,4,4,3,3,3,"Employable",1,0
"2249",5,3,3,4,3,3,3,"LessEmployable",0,1
"2250",4,3,3,3,3,3,2,"Employable",1,0
"2251",3,4,4,4,4,4,4,"Employable",1,0
"2252",4,5,4,5,4,4,4,"Employable",1,0
"2253",4,4,4,3,4,4,3,"LessEmployable",0,1
"2254",4,4,4,4,3,4,4,"Employable",1,0
"2255",5,5,5,5,5,5,4,"Employable",1,0
"2256",3,3,3,3,3,2,2,"Employable",1,0
"2257",4,4,4,4,4,4,3,"LessEmployable",0,1
"2258",4,4,4,4,4,4,4,"LessEmployable",0,1
"2259",4,3,3,3,3,3,2,"Employable",1,0
"2260",5,4,4,4,4,4,4,"Employable",1,0
"2261",3,3,3,3,3,3,3,"LessEmployable",0,1
"2262",4,3,4,3,3,3,3,"Employable",1,0
"2263",4,3,4,3,3,3,2,"Employable",1,0
"2264",2,2,3,3,3,3,3,"LessEmployable",0,1
"2265",4,4,3,4,3,4,3,"LessEmployable",0,1
"2266",4,4,4,3,3,4,3,"Employable",1,0
"2267",4,4,5,4,4,4,4,"LessEmployable",0,1
"2268",5,4,4,4,4,3,3,"LessEmployable",0,1
"2269",4,4,4,4,3,4,3,"LessEmployable",0,1
"2270",4,4,4,4,4,4,4,"LessEmployable",0,1
"2271",4,5,4,4,4,4,4,"LessEmployable",0,1
"2272",5,5,4,5,5,5,5,"Employable",1,0
"2273",4,4,4,4,4,4,4,"Employable",1,0
"2274",5,4,4,4,4,4,3,"LessEmployable",0,1
"2275",5,4,4,4,4,4,3,"LessEmployable",0,1
"2276",5,5,4,4,5,4,5,"LessEmployable",0,1
"2277",5,4,4,4,4,4,3,"Employable",1,0
"2278",5,4,4,4,4,4,3,"Employable",1,0
"2279",5,5,4,4,5,4,4,"Employable",1,0
"2280",4,3,4,4,4,3,3,"Employable",1,0
"2281",5,4,3,3,3,4,4,"LessEmployable",0,1
"2282",5,5,5,5,5,5,5,"Employable",1,0
"2283",5,4,5,5,5,5,4,"Employable",1,0
"2284",5,4,5,5,5,5,4,"Employable",1,0
"2285",5,3,5,4,4,3,3,"Employable",1,0
"2286",5,4,5,5,5,4,4,"Employable",1,0
"2287",5,3,5,4,4,4,3,"LessEmployable",0,1
"2288",5,5,5,5,5,4,3,"Employable",1,0
"2289",5,5,5,5,5,5,3,"Employable",1,0
"2290",5,4,4,4,4,4,4,"LessEmployable",0,1
"2291",4,3,4,4,4,3,3,"LessEmployable",0,1
"2292",4,4,4,4,4,4,3,"LessEmployable",0,1
"2293",4,4,5,4,4,4,3,"LessEmployable",0,1
"2294",5,3,5,4,5,5,3,"Employable",1,0
"2295",5,3,3,3,3,3,2,"Employable",1,0
"2296",4,3,4,3,4,3,4,"Employable",1,0
"2297",4,3,4,4,4,3,3,"Employable",1,0
"2298",4,3,3,2,3,2,3,"Employable",1,0
"2299",5,5,5,5,5,5,4,"LessEmployable",0,1
"2300",4,3,4,3,4,3,4,"LessEmployable",0,1
"2301",3,3,4,4,4,3,3,"LessEmployable",0,1
"2302",4,3,4,4,4,3,3,"Employable",1,0
"2303",4,4,4,4,4,3,3,"Employable",1,0
"2304",4,4,5,5,4,5,5,"LessEmployable",0,1
"2305",4,5,5,5,5,4,5,"Employable",1,0
"2306",4,5,5,5,5,4,5,"Employable",1,0
"2307",4,4,3,4,4,4,4,"LessEmployable",0,1
"2308",4,3,4,4,4,3,3,"LessEmployable",0,1
"2309",4,3,4,4,3,4,4,"LessEmployable",0,1
"2310",3,3,4,4,4,4,4,"LessEmployable",0,1
"2311",5,4,4,4,5,4,5,"LessEmployable",0,1
"2312",3,3,3,3,4,3,3,"Employable",1,0
"2313",3,3,4,3,4,3,3,"Employable",1,0
"2314",3,4,3,4,3,4,3,"Employable",1,0
"2315",4,4,4,3,4,4,3,"LessEmployable",0,1
"2316",5,4,4,3,3,4,4,"LessEmployable",0,1
"2317",4,3,2,4,3,4,3,"LessEmployable",0,1
"2318",5,5,5,4,5,4,5,"LessEmployable",0,1
"2319",4,2,4,4,3,3,3,"LessEmployable",0,1
"2320",5,5,5,5,5,5,5,"LessEmployable",0,1
"2321",4,3,3,4,3,3,3,"Employable",1,0
"2322",5,4,3,3,3,3,2,"LessEmployable",0,1
"2323",5,5,5,5,5,4,5,"Employable",1,0
"2324",4,5,5,5,5,5,5,"LessEmployable",0,1
"2325",4,5,5,3,3,5,3,"LessEmployable",0,1
"2326",4,5,3,5,5,5,3,"Employable",1,0
"2327",3,5,5,3,5,5,3,"Employable",1,0
"2328",3,3,3,3,3,3,3,"Employable",1,0
"2329",4,3,4,4,4,3,3,"Employable",1,0
"2330",4,3,4,2,2,2,2,"LessEmployable",0,1
"2331",3,2,3,3,3,3,3,"LessEmployable",0,1
"2332",5,5,4,5,4,5,4,"LessEmployable",0,1
"2333",3,4,3,4,3,4,3,"Employable",1,0
"2334",4,3,3,3,3,3,3,"Employable",1,0
"2335",5,4,4,4,4,4,4,"Employable",1,0
"2336",4,4,4,4,4,4,4,"Employable",1,0
"2337",4,4,4,4,3,3,3,"LessEmployable",0,1
"2338",5,4,5,5,5,5,4,"LessEmployable",0,1
"2339",3,4,3,3,3,3,3,"LessEmployable",0,1
"2340",4,3,3,3,3,3,3,"Employable",1,0
"2341",4,5,4,4,4,4,4,"LessEmployable",0,1
"2342",5,4,4,4,4,4,4,"Employable",1,0
"2343",5,5,4,5,4,4,5,"Employable",1,0
"2344",4,4,4,4,5,5,5,"Employable",1,0
"2345",4,3,3,4,3,3,3,"LessEmployable",0,1
"2346",4,5,5,5,4,4,4,"Employable",1,0
"2347",4,4,4,3,3,4,3,"Employable",1,0
"2348",4,4,4,3,3,4,3,"Employable",1,0
"2349",4,5,4,5,5,5,5,"Employable",1,0
"2350",4,4,4,4,4,4,3,"Employable",1,0
"2351",4,3,3,3,3,3,2,"LessEmployable",0,1
"2352",3,3,3,2,3,3,3,"LessEmployable",0,1
"2353",4,4,3,3,4,4,3,"Employable",1,0
"2354",4,4,3,3,3,3,3,"Employable",1,0
"2355",4,4,4,3,3,3,3,"Employable",1,0
"2356",5,3,3,4,3,3,3,"Employable",1,0
"2357",4,4,4,4,4,4,4,"Employable",1,0
"2358",4,4,3,4,3,4,4,"Employable",1,0
"2359",5,5,5,5,5,5,4,"LessEmployable",0,1
"2360",3,4,4,4,3,4,4,"Employable",1,0
"2361",4,3,3,2,3,3,2,"LessEmployable",0,1
"2362",3,3,3,3,3,2,2,"LessEmployable",0,1
"2363",4,4,3,4,4,4,3,"LessEmployable",0,1
"2364",3,3,3,3,3,3,3,"LessEmployable",0,1
"2365",5,3,3,3,3,3,3,"LessEmployable",0,1
"2366",4,4,4,4,4,4,4,"LessEmployable",0,1
"2367",4,4,4,5,5,4,4,"LessEmployable",0,1
"2368",4,3,3,4,5,4,3,"LessEmployable",0,1
"2369",5,4,5,4,4,4,4,"Employable",1,0
"2370",5,4,4,4,4,4,4,"Employable",1,0
"2371",5,4,5,5,5,5,4,"Employable",1,0
"2372",4,3,3,3,5,3,3,"LessEmployable",0,1
"2373",5,5,5,5,5,4,4,"Employable",1,0
"2374",5,5,4,4,5,5,4,"Employable",1,0
"2375",4,4,4,4,3,3,3,"LessEmployable",0,1
"2376",5,5,5,5,5,4,4,"Employable",1,0
"2377",5,4,4,4,4,5,4,"Employable",1,0
"2378",5,5,5,5,5,5,4,"Employable",1,0
"2379",4,3,4,4,3,4,3,"LessEmployable",0,1
"2380",4,3,4,4,3,3,3,"LessEmployable",0,1
"2381",5,5,4,5,5,4,4,"LessEmployable",0,1
"2382",4,4,4,5,5,4,3,"LessEmployable",0,1
"2383",5,4,5,5,5,5,5,"Employable",1,0
"2384",5,3,3,4,5,3,3,"Employable",1,0
"2385",5,5,5,5,4,5,4,"Employable",1,0
"2386",5,5,4,5,4,5,5,"Employable",1,0
"2387",4,4,3,3,3,4,4,"LessEmployable",0,1
"2388",5,5,5,5,5,4,4,"Employable",1,0
"2389",5,5,5,5,5,4,4,"Employable",1,0
"2390",5,4,5,5,5,4,4,"Employable",1,0
"2391",5,4,5,5,5,4,4,"Employable",1,0
"2392",4,3,4,3,4,3,3,"LessEmployable",0,1
"2393",5,4,5,5,4,4,4,"LessEmployable",0,1
"2394",5,3,4,4,3,4,3,"LessEmployable",0,1
"2395",5,3,3,3,4,3,3,"LessEmployable",0,1
"2396",5,4,5,5,5,4,4,"Employable",1,0
"2397",5,5,5,5,5,4,4,"Employable",1,0
"2398",5,4,5,5,5,4,4,"Employable",1,0
"2399",5,5,5,5,5,5,4,"Employable",1,0
"2400",5,4,5,5,5,4,4,"Employable",1,0
"2401",5,5,5,5,5,5,4,"Employable",1,0
"2402",5,4,5,5,4,4,4,"Employable",1,0
"2403",5,3,4,4,4,4,3,"LessEmployable",0,1
"2404",4,4,4,4,3,4,4,"LessEmployable",0,1
"2405",5,4,5,5,5,4,4,"Employable",1,0
"2406",4,5,4,4,4,5,4,"Employable",1,0
"2407",4,3,3,3,3,3,3,"Employable",1,0
"2408",4,4,4,4,5,4,4,"LessEmployable",0,1
"2409",3,3,3,4,3,3,3,"Employable",1,0
"2410",4,4,4,3,3,3,3,"Employable",1,0
"2411",4,4,4,3,4,3,3,"LessEmployable",0,1
"2412",4,4,4,4,4,4,4,"Employable",1,0
"2413",3,3,3,4,3,3,3,"Employable",1,0
"2414",5,5,3,5,3,5,5,"Employable",1,0
"2415",4,4,4,4,4,4,4,"Employable",1,0
"2416",4,5,5,5,5,5,5,"Employable",1,0
"2417",4,4,4,4,4,4,4,"Employable",1,0
"2418",4,3,3,3,3,3,3,"Employable",1,0
"2419",3,4,3,4,3,4,3,"Employable",1,0
"2420",4,4,4,4,4,4,4,"LessEmployable",0,1
"2421",4,3,3,3,4,3,4,"LessEmployable",0,1
"2422",4,4,4,4,3,4,3,"Employable",1,0
"2423",3,4,4,4,3,4,3,"Employable",1,0
"2424",5,4,4,4,4,4,4,"Employable",1,0
"2425",4,4,4,3,3,4,4,"Employable",1,0
"2426",3,4,4,3,4,4,3,"LessEmployable",0,1
"2427",4,3,2,3,2,2,3,"Employable",1,0
"2428",4,3,4,3,4,3,3,"Employable",1,0
"2429",4,4,3,4,3,4,3,"LessEmployable",0,1
"2430",4,4,4,4,3,3,3,"Employable",1,0
"2431",5,3,3,4,3,3,3,"LessEmployable",0,1
"2432",4,3,3,3,3,3,2,"Employable",1,0
"2433",3,4,4,4,4,4,4,"Employable",1,0
"2434",4,5,4,5,4,4,4,"Employable",1,0
"2435",4,4,4,3,4,4,3,"LessEmployable",0,1
"2436",4,4,4,4,3,4,4,"Employable",1,0
"2437",5,5,5,5,5,5,4,"Employable",1,0
"2438",3,3,3,3,3,2,2,"Employable",1,0
"2439",4,4,4,4,4,4,3,"LessEmployable",0,1
"2440",4,4,4,4,4,4,4,"LessEmployable",0,1
"2441",4,3,3,3,3,3,2,"Employable",1,0
"2442",5,4,4,4,4,4,4,"Employable",1,0
"2443",3,3,3,3,3,3,3,"LessEmployable",0,1
"2444",4,3,4,3,3,3,3,"Employable",1,0
"2445",4,3,4,3,3,3,2,"Employable",1,0
"2446",2,2,3,3,3,3,3,"LessEmployable",0,1
"2447",4,4,3,4,3,4,3,"LessEmployable",0,1
"2448",4,4,4,3,3,4,3,"Employable",1,0
"2449",4,4,5,4,4,4,4,"LessEmployable",0,1
"2450",5,4,4,4,4,3,3,"LessEmployable",0,1
"2451",4,4,4,4,3,4,3,"LessEmployable",0,1
"2452",4,4,4,4,4,4,4,"LessEmployable",0,1
"2453",4,5,4,4,4,4,4,"LessEmployable",0,1
"2454",5,5,4,5,5,5,5,"Employable",1,0
"2455",4,4,4,4,4,4,4,"Employable",1,0
"2456",5,4,4,4,4,4,3,"LessEmployable",0,1
"2457",5,4,4,4,4,4,3,"LessEmployable",0,1
"2458",5,5,4,4,5,4,5,"LessEmployable",0,1
"2459",5,4,4,4,4,4,3,"Employable",1,0
"2460",5,4,4,4,4,4,3,"Employable",1,0
"2461",5,5,4,4,5,4,4,"Employable",1,0
"2462",4,3,4,4,4,3,3,"Employable",1,0
"2463",5,4,3,3,3,4,4,"LessEmployable",0,1
"2464",5,5,5,5,5,5,5,"Employable",1,0
"2465",5,4,5,5,5,5,4,"Employable",1,0
"2466",5,4,5,5,5,5,4,"Employable",1,0
"2467",5,3,5,4,4,3,3,"Employable",1,0
"2468",5,4,5,5,5,4,4,"Employable",1,0
"2469",5,3,5,4,4,4,3,"LessEmployable",0,1
"2470",5,5,5,5,5,4,3,"Employable",1,0
"2471",5,5,5,5,5,5,3,"Employable",1,0
"2472",5,4,4,4,4,4,4,"LessEmployable",0,1
"2473",4,3,4,4,4,3,3,"LessEmployable",0,1
"2474",4,4,4,4,4,4,3,"LessEmployable",0,1
"2475",4,4,5,4,4,4,3,"LessEmployable",0,1
